,Municipality Name,Barangay Name,Population percentage (2020),Population (2020),Population (2015),Change (2015‑2020),Annual Population Growth Rate (2015‑2020),Postal Code,Coastal/Landlocked,Marine Waterbodies,Coordinates,Estimated Elevation above sea level
779,Manila,Barangay 808,0.12%,"2,183","2,154",1.35%,0.28%,NULL,coastal,Manila Bay [South China Sea],"14.5772, 120.9987 (14° 35' North, 120° 60' East)",8.0 meters (26.2 feet)
780,Manila,Barangay 809,0.06%,"1,189","1,312",-9.38%,-2.05%,NULL,coastal,Manila Bay [South China Sea],"14.5768, 121.0000 (14° 35' North, 120° 60' East)",9.9 meters (32.5 feet)
781,Manila,Barangay 81,0.10%,"1,815","2,042",-11.12%,-2.45%,NULL,coastal,Manila Bay [South China Sea],"14.6153, 120.9664 (14° 37' North, 120° 58' East)",7.4 meters (24.3 feet)
782,Manila,Barangay 810,0.12%,"2,293","1,791",28.03%,5.34%,NULL,coastal,Manila Bay [South China Sea],"14.5759, 120.9992 (14° 35' North, 120° 60' East)",6.9 meters (22.6 feet)
783,Manila,Barangay 811,0.13%,"2,332","1,991",17.13%,3.38%,NULL,coastal,Manila Bay [South China Sea],"14.5773, 120.9978 (14° 35' North, 120° 60' East)",6.7 meters (22.0 feet)
784,Manila,Barangay 812,0.09%,"1,703","1,829",-6.89%,-1.49%,NULL,coastal,Manila Bay [South China Sea],"14.5778, 121.0021 (14° 35' North, 121° 0' East)",6.1 meters (20.0 feet)
785,Manila,Barangay 813,0.05%,"1,001","1,120",-10.63%,-2.34%,NULL,coastal,Manila Bay [South China Sea],"14.5775, 121.0007 (14° 35' North, 121° 0' East)",4.3 meters (14.1 feet)
786,Manila,Barangay 814,0.12%,"2,196","2,131",3.05%,0.63%,NULL,coastal,Manila Bay [South China Sea],"14.5797, 121.0014 (14° 35' North, 121° 0' East)",7.3 meters (23.9 feet)
787,Manila,Barangay 815,0.07%,"1,374","1,166",17.84%,3.52%,NULL,coastal,Manila Bay [South China Sea],"14.5800, 121.0007 (14° 35' North, 121° 0' East)",8.2 meters (26.9 feet)
788,Manila,Barangay 816,0.04%,781,"1,039",-24.83%,-5.83%,NULL,coastal,Manila Bay [South China Sea],"14.5793, 121.0026 (14° 35' North, 121° 0' East)",8.1 meters (26.6 feet)
789,Manila,Barangay 817,0.09%,"1,716","1,122",52.94%,9.36%,NULL,coastal,Manila Bay [South China Sea],"14.5790, 121.0017 (14° 35' North, 121° 0' East)",7.2 meters (23.6 feet)
790,Manila,Barangay 818,0.08%,"1,388","1,486",-6.59%,-1.43%,NULL,coastal,Manila Bay [South China Sea],"14.5815, 121.0036 (14° 35' North, 121° 0' East)",5.5 meters (18.0 feet)
791,Manila,Barangay 818-A,0.09%,"1,574","1,994",-21.06%,-4.86%,NULL,coastal,Manila Bay [South China Sea],"14.5815, 121.0047 (14° 35' North, 121° 0' East)",4.5 meters (14.8 feet)
792,Manila,Barangay 819,0.11%,"2,007","2,194",-8.52%,-1.86%,NULL,coastal,Manila Bay [South China Sea],"14.5802, 121.0041 (14° 35' North, 121° 0' East)",8.3 meters (27.2 feet)
793,Manila,Barangay 82,0.14%,"2,642","2,652",-0.38%,-0.08%,NULL,coastal,Manila Bay [South China Sea],"14.6167, 120.9665 (14° 37' North, 120° 58' East)",6.8 meters (22.3 feet)
794,Manila,Barangay 820,0.08%,"1,417","1,432",-1.05%,-0.22%,NULL,coastal,Manila Bay [South China Sea],"14.5806, 121.0028 (14° 35' North, 121° 0' East)",9.4 meters (30.8 feet)
795,Manila,Barangay 821,0.11%,"1,995","1,748",14.13%,2.82%,NULL,coastal,Manila Bay [South China Sea],"14.5829, 120.9984 (14° 35' North, 120° 60' East)",5.8 meters (19.0 feet)
796,Manila,Barangay 822,0.05%,897,"1,874",-52.13%,-14.37%,NULL,coastal,Manila Bay [South China Sea],"14.5839, 120.9992 (14° 35' North, 120° 60' East)",6.3 meters (20.7 feet)
797,Manila,Barangay 823,0.16%,"3,002","2,660",12.86%,2.58%,NULL,coastal,Manila Bay [South China Sea],"14.5832, 121.0001 (14° 35' North, 121° 0' East)",4.6 meters (15.1 feet)
798,Manila,Barangay 824,0.07%,"1,302","1,760",-26.02%,-6.15%,NULL,coastal,Manila Bay [South China Sea],"14.5821, 120.9992 (14° 35' North, 120° 60' East)",6.6 meters (21.7 feet)
799,Manila,Barangay 825,0.02%,388,453,-14.35%,-3.21%,NULL,coastal,Manila Bay [South China Sea],"14.5807, 121.0002 (14° 35' North, 121° 0' East)",7.9 meters (25.9 feet)
800,Manila,Barangay 826,0.10%,"1,760","2,286",-23.01%,-5.36%,NULL,coastal,Manila Bay [South China Sea],"14.5851, 120.9986 (14° 35' North, 120° 60' East)",4.6 meters (15.1 feet)
801,Manila,Barangay 827,0.14%,"2,661","3,409",-21.94%,-5.08%,NULL,coastal,Manila Bay [South China Sea],"14.5849, 120.9963 (14° 35' North, 120° 60' East)",6.8 meters (22.3 feet)
802,Manila,Barangay 828,0.14%,"2,658","2,867",-7.29%,-1.58%,NULL,coastal,Manila Bay [South China Sea],"14.5869, 120.9982 (14° 35' North, 120° 60' East)",4.3 meters (14.1 feet)
803,Manila,Barangay 829,0.23%,"4,226","4,103",3.00%,0.62%,NULL,coastal,Manila Bay [South China Sea],"14.5899, 120.9959 (14° 35' North, 120° 60' East)",0.9 meters (3.0 feet)
804,Manila,Barangay 83,0.08%,"1,473","1,303",13.05%,2.61%,NULL,coastal,Manila Bay [South China Sea],"14.6181, 120.9668 (14° 37' North, 120° 58' East)",7.0 meters (23.0 feet)
805,Manila,Barangay 830,0.28%,"5,191","7,923",-34.48%,-8.52%,NULL,coastal,Manila Bay [South China Sea],"14.5934, 120.9991 (14° 36' North, 120° 60' East)",2.4 meters (7.9 feet)
806,Manila,Barangay 831,0.18%,"3,350","1,324",153.02%,21.58%,NULL,coastal,Manila Bay [South China Sea],"14.5883, 120.9974 (14° 35' North, 120° 60' East)",5.9 meters (19.4 feet)
807,Manila,Barangay 832,0.16%,"2,888",297,872.39%,61.41%,NULL,coastal,Manila Bay [South China Sea],"14.5914, 121.0013 (14° 35' North, 121° 0' East)",4.1 meters (13.5 feet)
808,Manila,Barangay 833,0.08%,"1,504","1,669",-9.89%,-2.17%,NULL,coastal,Manila Bay [South China Sea],"14.5949, 121.0038 (14° 36' North, 121° 0' East)",5.5 meters (18.0 feet)
809,Manila,Barangay 834,0.09%,"1,733","1,618",7.11%,1.46%,NULL,coastal,Manila Bay [South China Sea],"14.5944, 121.0075 (14° 36' North, 121° 0' East)",5.7 meters (18.7 feet)
810,Manila,Barangay 835,0.15%,"2,706","2,675",1.16%,0.24%,NULL,coastal,Manila Bay [South China Sea],"14.5918, 121.0077 (14° 36' North, 121° 0' East)",7.0 meters (23.0 feet)
811,Manila,Barangay 836,0.29%,"5,317","5,953",-10.68%,-2.35%,NULL,coastal,Manila Bay [South China Sea],"14.5941, 121.0112 (14° 36' North, 121° 1' East)",6.2 meters (20.3 feet)
812,Manila,Barangay 837,0.16%,"3,039","3,218",-5.56%,-1.20%,NULL,coastal,Manila Bay [South China Sea],"14.5923, 121.0135 (14° 36' North, 121° 1' East)",6.0 meters (19.7 feet)
813,Manila,Barangay 838,0.16%,"2,969","3,073",-3.38%,-0.72%,NULL,coastal,Manila Bay [South China Sea],"14.5925, 121.0114 (14° 36' North, 121° 1' East)",7.4 meters (24.3 feet)
814,Manila,Barangay 839,0.11%,"2,007","1,819",10.34%,2.09%,NULL,coastal,Manila Bay [South China Sea],"14.5911, 121.0143 (14° 35' North, 121° 1' East)",6.1 meters (20.0 feet)
815,Manila,Barangay 84,0.06%,"1,141",838,36.16%,6.71%,NULL,coastal,Manila Bay [South China Sea],"14.6175, 120.9668 (14° 37' North, 120° 58' East)",5.3 meters (17.4 feet)
816,Manila,Barangay 840,0.14%,"2,541","2,554",-0.51%,-0.11%,NULL,coastal,Manila Bay [South China Sea],"14.5915, 121.0113 (14° 35' North, 121° 1' East)",7.6 meters (24.9 feet)
817,Manila,Barangay 841,0.12%,"2,250","2,191",2.69%,0.56%,NULL,coastal,Manila Bay [South China Sea],"14.5858, 120.9999 (14° 35' North, 120° 60' East)",4.5 meters (14.8 feet)
818,Manila,Barangay 842,0.15%,"2,812","3,941",-28.65%,-6.86%,NULL,coastal,Manila Bay [South China Sea],"14.5867, 121.0011 (14° 35' North, 121° 0' East)",9.3 meters (30.5 feet)
819,Manila,Barangay 843,0.47%,"8,744","5,462",60.09%,10.41%,NULL,coastal,Manila Bay [South China Sea],"14.5878, 120.9993 (14° 35' North, 120° 60' East)",5.6 meters (18.4 feet)
820,Manila,Barangay 844,0.19%,"3,500","5,273",-33.62%,-8.26%,NULL,coastal,Manila Bay [South China Sea],"14.5884, 121.0003 (14° 35' North, 121° 0' East)",9.0 meters (29.5 feet)
821,Manila,Barangay 845,0.07%,"1,309","1,939",-32.49%,-7.94%,NULL,coastal,Manila Bay [South China Sea],"14.5887, 121.0015 (14° 35' North, 121° 0' East)",6.5 meters (21.3 feet)
822,Manila,Barangay 846,0.10%,"1,848","2,002",-7.69%,-1.67%,NULL,coastal,Manila Bay [South China Sea],"14.5892, 121.0023 (14° 35' North, 121° 0' East)",6.0 meters (19.7 feet)
823,Manila,Barangay 847,0.16%,"2,883","3,188",-9.57%,-2.09%,NULL,coastal,Manila Bay [South China Sea],"14.5904, 121.0032 (14° 35' North, 121° 0' East)",6.8 meters (22.3 feet)
824,Manila,Barangay 848,0.09%,"1,586","1,295",22.47%,4.36%,NULL,coastal,Manila Bay [South China Sea],"14.5917, 121.0041 (14° 36' North, 121° 0' East)",5.8 meters (19.0 feet)
825,Manila,Barangay 849,0.10%,"1,849","2,670",-30.75%,-7.44%,NULL,coastal,Manila Bay [South China Sea],"14.5844, 121.0003 (14° 35' North, 121° 0' East)",5.3 meters (17.4 feet)
826,Manila,Barangay 85,0.22%,"4,032","3,614",11.57%,2.33%,NULL,coastal,Manila Bay [South China Sea],"14.6174, 120.9652 (14° 37' North, 120° 58' East)",7.0 meters (23.0 feet)
827,Manila,Barangay 850,0.13%,"2,456","2,257",8.82%,1.79%,NULL,coastal,Manila Bay [South China Sea],"14.5849, 121.0010 (14° 35' North, 121° 0' East)",5.7 meters (18.7 feet)
828,Manila,Barangay 851,0.06%,"1,052","1,142",-7.88%,-1.71%,NULL,coastal,Manila Bay [South China Sea],"14.5845, 121.0019 (14° 35' North, 121° 0' East)",5.6 meters (18.4 feet)
829,Manila,Barangay 852,0.06%,"1,118","1,084",3.14%,0.65%,NULL,coastal,Manila Bay [South China Sea],"14.5838, 121.0011 (14° 35' North, 121° 0' East)",6.5 meters (21.3 feet)
830,Manila,Barangay 853,0.03%,505,569,-11.25%,-2.48%,NULL,coastal,Manila Bay [South China Sea],"14.5832, 121.0009 (14° 35' North, 121° 0' East)",8.1 meters (26.6 feet)
831,Manila,Barangay 855,0.12%,"2,142","1,760",21.70%,4.22%,NULL,coastal,Manila Bay [South China Sea],"14.5846, 121.0028 (14° 35' North, 121° 0' East)",5.8 meters (19.0 feet)
832,Manila,Barangay 856,0.09%,"1,611","2,089",-22.88%,-5.32%,NULL,coastal,Manila Bay [South China Sea],"14.5879, 121.0026 (14° 35' North, 121° 0' East)",7.3 meters (23.9 feet)
833,Manila,Barangay 857,0.10%,"1,894","1,860",1.83%,0.38%,NULL,coastal,Manila Bay [South China Sea],"14.5859, 121.0037 (14° 35' North, 121° 0' East)",5.9 meters (19.4 feet)
834,Manila,Barangay 858,0.04%,665,580,14.66%,2.92%,NULL,coastal,Manila Bay [South China Sea],"14.5883, 121.0034 (14° 35' North, 121° 0' East)",3.2 meters (10.5 feet)
835,Manila,Barangay 859,0.07%,"1,355","2,355",-42.46%,-10.98%,NULL,coastal,Manila Bay [South China Sea],"14.5879, 121.0039 (14° 35' North, 121° 0' East)",5.2 meters (17.1 feet)
836,Manila,Barangay 86,0.08%,"1,415","1,440",-1.74%,-0.37%,NULL,coastal,Manila Bay [South China Sea],"14.6170, 120.9697 (14° 37' North, 120° 58' East)",6.8 meters (22.3 feet)
837,Manila,Barangay 860,0.17%,"3,214","1,390",131.22%,19.30%,NULL,coastal,Manila Bay [South China Sea],"14.5894, 121.0068 (14° 35' North, 121° 0' East)",5.9 meters (19.4 feet)
838,Manila,Barangay 861,0.06%,"1,072","1,013",5.82%,1.20%,NULL,coastal,Manila Bay [South China Sea],"14.5904, 121.0070 (14° 35' North, 121° 0' East)",3.3 meters (10.8 feet)
839,Manila,Barangay 862,0.13%,"2,419","2,408",0.46%,0.10%,NULL,coastal,Manila Bay [South China Sea],"14.5881, 121.0055 (14° 35' North, 121° 0' East)",7.1 meters (23.3 feet)
840,Manila,Barangay 863,0.08%,"1,481","1,565",-5.37%,-1.15%,NULL,coastal,Manila Bay [South China Sea],"14.5894, 121.0049 (14° 35' North, 121° 0' East)",6.5 meters (21.3 feet)
841,Manila,Barangay 864,0.04%,813,783,3.83%,0.79%,NULL,coastal,Manila Bay [South China Sea],"14.5869, 121.0049 (14° 35' North, 121° 0' East)",6.5 meters (21.3 feet)
842,Manila,Barangay 865,0.00%,79,"2,481",-96.82%,-51.59%,NULL,coastal,Manila Bay [South China Sea],"14.5885, 121.0092 (14° 35' North, 121° 1' East)",4.7 meters (15.4 feet)
843,Manila,Barangay 866,0.21%,"3,835","2,487",54.20%,9.54%,NULL,coastal,Manila Bay [South China Sea],"14.5830, 121.0069 (14° 35' North, 121° 0' East)",5.6 meters (18.4 feet)
844,Manila,Barangay 867,0.11%,"2,116","3,097",-31.68%,-7.70%,NULL,coastal,Manila Bay [South China Sea],"14.5840, 121.0051 (14° 35' North, 121° 0' East)",5.2 meters (17.1 feet)
845,Manila,Barangay 868,0.15%,"2,850","2,447",16.47%,3.26%,NULL,coastal,Manila Bay [South China Sea],"14.5846, 121.0042 (14° 35' North, 121° 0' East)",4.8 meters (15.7 feet)
846,Manila,Barangay 869,0.11%,"2,010","1,761",14.14%,2.82%,NULL,coastal,Manila Bay [South China Sea],"14.5804, 121.0051 (14° 35' North, 121° 0' East)",5.5 meters (18.0 feet)
847,Manila,Barangay 87,0.09%,"1,633","1,580",3.35%,0.70%,NULL,coastal,Manila Bay [South China Sea],"14.6174, 120.9683 (14° 37' North, 120° 58' East)",7.9 meters (25.9 feet)
848,Manila,Barangay 870,0.17%,"3,049","1,829",66.70%,11.36%,NULL,coastal,Manila Bay [South China Sea],"14.5827, 121.0050 (14° 35' North, 121° 0' East)",4.7 meters (15.4 feet)
849,Manila,Barangay 871,0.13%,"2,407","1,989",21.02%,4.10%,NULL,coastal,Manila Bay [South China Sea],"14.5827, 121.0038 (14° 35' North, 121° 0' East)",4.8 meters (15.7 feet)
850,Manila,Barangay 872,0.10%,"1,864","2,406",-22.53%,-5.23%,NULL,coastal,Manila Bay [South China Sea],"14.5830, 121.0027 (14° 35' North, 121° 0' East)",7.1 meters (23.3 feet)
851,Manila,Barangay 873,0.07%,"1,248",846,47.52%,8.53%,NULL,coastal,Manila Bay [South China Sea],"14.5798, 121.0122 (14° 35' North, 121° 1' East)",7.7 meters (25.3 feet)
852,Manila,Barangay 874,0.11%,"2,016","2,170",-7.10%,-1.54%,NULL,coastal,Manila Bay [South China Sea],"14.5769, 121.0118 (14° 35' North, 121° 1' East)",8.5 meters (27.9 feet)
853,Manila,Barangay 875,0.06%,"1,022","1,306",-21.75%,-5.03%,NULL,coastal,Manila Bay [South China Sea],"14.5785, 121.0124 (14° 35' North, 121° 1' East)",7.7 meters (25.3 feet)
854,Manila,Barangay 876,0.03%,574,626,-8.31%,-1.81%,NULL,coastal,Manila Bay [South China Sea],"14.5815, 121.0113 (14° 35' North, 121° 1' East)",6.5 meters (21.3 feet)
855,Manila,Barangay 877,0.10%,"1,813","1,784",1.63%,0.34%,NULL,coastal,Manila Bay [South China Sea],"14.5798, 121.0095 (14° 35' North, 121° 1' East)",7.9 meters (25.9 feet)
856,Manila,Barangay 878,0.05%,960,"1,357",-29.26%,-7.03%,NULL,coastal,Manila Bay [South China Sea],"14.5790, 121.0099 (14° 35' North, 121° 1' East)",7.9 meters (25.9 feet)
857,Manila,Barangay 879,0.03%,538,925,-41.84%,-10.78%,NULL,coastal,Manila Bay [South China Sea],"14.5820, 121.0126 (14° 35' North, 121° 1' East)",6.6 meters (21.7 feet)
858,Manila,Barangay 88,0.06%,"1,096",868,26.27%,5.03%,NULL,coastal,Manila Bay [South China Sea],"14.6153, 120.9691 (14° 37' North, 120° 58' East)",7.6 meters (24.9 feet)
859,Manila,Barangay 880,0.19%,"3,417","1,471",132.29%,19.41%,NULL,coastal,Manila Bay [South China Sea],"14.5811, 121.0091 (14° 35' North, 121° 1' East)",7.8 meters (25.6 feet)
860,Manila,Barangay 881,0.13%,"2,325","2,496",-6.85%,-1.48%,NULL,coastal,Manila Bay [South China Sea],"14.5768, 121.0131 (14° 35' North, 121° 1' East)",5.5 meters (18.0 feet)
861,Manila,Barangay 882,0.07%,"1,298","1,187",9.35%,1.90%,NULL,coastal,Manila Bay [South China Sea],"14.5781, 121.0145 (14° 35' North, 121° 1' East)",5.9 meters (19.4 feet)
862,Manila,Barangay 883,0.12%,"2,199","1,863",18.04%,3.55%,NULL,coastal,Manila Bay [South China Sea],"14.5793, 121.0152 (14° 35' North, 121° 1' East)",6.2 meters (20.3 feet)
863,Manila,Barangay 884,0.12%,"2,216","2,082",6.44%,1.32%,NULL,coastal,Manila Bay [South China Sea],"14.5806, 121.0153 (14° 35' North, 121° 1' East)",8.6 meters (28.2 feet)
864,Manila,Barangay 885,0.03%,623,479,30.06%,5.69%,NULL,coastal,Manila Bay [South China Sea],"14.5824, 121.0148 (14° 35' North, 121° 1' East)",7.9 meters (25.9 feet)
865,Manila,Barangay 886,0.02%,384,475,-19.16%,-4.38%,NULL,coastal,Manila Bay [South China Sea],"14.5830, 121.0162 (14° 35' North, 121° 1' East)",8.8 meters (28.9 feet)
866,Manila,Barangay 887,0.04%,665,717,-7.25%,-1.57%,NULL,coastal,Manila Bay [South China Sea],"14.5832, 121.0172 (14° 35' North, 121° 1' East)",8.6 meters (28.2 feet)
867,Manila,Barangay 888,0.05%,837,807,3.72%,0.77%,NULL,coastal,Manila Bay [South China Sea],"14.5847, 121.0189 (14° 35' North, 121° 1' East)",7.5 meters (24.6 feet)
868,Manila,Barangay 889,0.05%,864,902,-4.21%,-0.90%,NULL,coastal,Manila Bay [South China Sea],"14.5838, 121.0138 (14° 35' North, 121° 1' East)",7.9 meters (25.9 feet)
869,Manila,Barangay 89,0.04%,720,747,-3.61%,-0.77%,NULL,coastal,Manila Bay [South China Sea],"14.6164, 120.9680 (14° 37' North, 120° 58' East)",7.0 meters (23.0 feet)
870,Manila,Barangay 890,0.06%,"1,049","1,288",-18.56%,-4.23%,NULL,coastal,Manila Bay [South China Sea],"14.5849, 121.0161 (14° 35' North, 121° 1' East)",8.0 meters (26.2 feet)
871,Manila,Barangay 891,0.04%,760,"1,044",-27.20%,-6.46%,NULL,coastal,Manila Bay [South China Sea],"14.5857, 121.0182 (14° 35' North, 121° 1' East)",5.6 meters (18.4 feet)
872,Manila,Barangay 892,0.06%,"1,144","1,262",-9.35%,-2.05%,NULL,coastal,Manila Bay [South China Sea],"14.5872, 121.0210 (14° 35' North, 121° 1' East)",8.3 meters (27.2 feet)
873,Manila,Barangay 893,0.04%,662,881,-24.86%,-5.84%,NULL,coastal,Manila Bay [South China Sea],"14.5908, 121.0239 (14° 35' North, 121° 1' East)",9.5 meters (31.2 feet)
874,Manila,Barangay 894,0.10%,"1,885","2,279",-17.29%,-3.92%,NULL,coastal,Manila Bay [South China Sea],"14.5878, 121.0202 (14° 35' North, 121° 1' East)",8.9 meters (29.2 feet)
875,Manila,Barangay 895,0.03%,556,597,-6.87%,-1.49%,NULL,coastal,Manila Bay [South China Sea],"14.5886, 121.0214 (14° 35' North, 121° 1' East)",3.7 meters (12.1 feet)
876,Manila,Barangay 896,0.07%,"1,265","1,370",-7.66%,-1.66%,NULL,coastal,Manila Bay [South China Sea],"14.5873, 121.0151 (14° 35' North, 121° 1' East)",7.8 meters (25.6 feet)
877,Manila,Barangay 897,0.12%,"2,166","2,219",-2.39%,-0.51%,NULL,coastal,Manila Bay [South China Sea],"14.5874, 121.0177 (14° 35' North, 121° 1' East)",6.7 meters (22.0 feet)
878,Manila,Barangay 898,0.41%,"7,596","7,444",2.04%,0.43%,NULL,coastal,Manila Bay [South China Sea],"14.5877, 121.0125 (14° 35' North, 121° 1' East)",8.5 meters (27.9 feet)
879,Manila,Barangay 899,0.08%,"1,562","1,575",-0.83%,-0.17%,NULL,coastal,Manila Bay [South China Sea],"14.5871, 121.0111 (14° 35' North, 121° 1' East)",5.4 meters (17.7 feet)
880,Manila,Barangay 9,0.02%,447,437,2.29%,0.48%,NULL,coastal,Manila Bay [South China Sea],"14.6072, 120.9700 (14° 36' North, 120° 58' East)",8.4 meters (27.6 feet)
881,Manila,Barangay 90,0.03%,630,473,33.19%,6.22%,NULL,coastal,Manila Bay [South China Sea],"14.6159, 120.9693 (14° 37' North, 120° 58' East)",7.2 meters (23.6 feet)
882,Manila,Barangay 900,0.46%,"8,581","8,082",6.17%,1.27%,NULL,coastal,Manila Bay [South China Sea],"14.5837, 121.0114 (14° 35' North, 121° 1' East)",6.4 meters (21.0 feet)
883,Manila,Barangay 901,0.09%,"1,610","1,639",-1.77%,-0.38%,NULL,coastal,Manila Bay [South China Sea],"14.5871, 121.0106 (14° 35' North, 121° 1' East)",4.7 meters (15.4 feet)
884,Manila,Barangay 902,0.07%,"1,328","1,559",-14.82%,-3.32%,NULL,coastal,Manila Bay [South China Sea],"14.5870, 121.0103 (14° 35' North, 121° 1' East)",5.0 meters (16.4 feet)
885,Manila,Barangay 903,0.20%,"3,691","3,115",18.49%,3.64%,NULL,coastal,Manila Bay [South China Sea],"14.5868, 121.0097 (14° 35' North, 121° 1' East)",6.4 meters (21.0 feet)
886,Manila,Barangay 904,0.10%,"1,797","1,795",0.11%,0.02%,NULL,coastal,Manila Bay [South China Sea],"14.5855, 121.0112 (14° 35' North, 121° 1' East)",6.8 meters (22.3 feet)
887,Manila,Barangay 905,0.40%,"7,385","6,527",13.15%,2.63%,NULL,coastal,Manila Bay [South China Sea],"14.5849, 121.0088 (14° 35' North, 121° 1' East)",8.9 meters (29.2 feet)
888,Manila,Barangay 91,0.25%,"4,552","5,569",-18.26%,-4.16%,NULL,coastal,Manila Bay [South China Sea],"14.6187, 120.9684 (14° 37' North, 120° 58' East)",6.8 meters (22.3 feet)
889,Manila,Barangay 92,0.14%,"2,639","2,383",10.74%,2.17%,NULL,coastal,Manila Bay [South China Sea],"14.6190, 120.9666 (14° 37' North, 120° 58' East)",8.8 meters (28.9 feet)
890,Manila,Barangay 93,0.21%,"3,960","4,528",-12.54%,-2.78%,NULL,coastal,Manila Bay [South China Sea],"14.6204, 120.9667 (14° 37' North, 120° 58' East)",4.9 meters (16.1 feet)
